ID,Symbol,Compound_Name,Three letter code,MAP_denotion,IUPAC_Name,CXSMILES,,IUPAC_Name,Natural_Analog,Monomer_Type,Polymer_Type,R1,R2,R3,capped_SMILES,,,PubChem_CID,IUPAC_Condensed
339,Ser(tBuOH),N.D,STB,{nnr:STB},(2S)-2-amino-3-(2-hydroxy-2-methylpropoxy)propanoic acid,CC(C)(O)COC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,,(2S)-2-amino-3-(2-hydroxy-2-methylpropoxy)propanoic acid,S,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)COCC(C)(C)O,,,142490730,N.D
340,Val(3-OH),3-hydroxy-L-valine,,{nnr:9S9},(2S)-2-amino-3-hydroxy-3-methylbutanoic acid,CC(C)(O)[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,,(2S)-2-amino-3-hydroxy-3-methylbutanoic acid,V,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)C(C)(C)O,,,192763,H-Val(3-OH)-OH
341,Mono114,N.D,MN4,{nnr:MN4},4-(ethylamino)butanoic acid,CCN([*])CCCC([*])=O |$;;;_R1;;;;;_R2;$|,,4-(ethylamino)butanoic acid,X,Backbone,PEPTIDE,H,OH,-,CCN(C)CCCC=O,,,13082753,N.D
342,Ac5c,Cycloleucine,AC5,{nnr:AC5},1-aminocyclopentane-1-carboxylic acid,[*]NC1(C([*])=O)CCCC1 |$_R1;;;;_R2;;;;;$|,,1-aminocyclopentane-1-carboxylic acid,X,Backbone,PEPTIDE,H,OH,-,CNC1(C=O)CCCC1,,,2901,H-Ac5c-OH
343,"Hph(4-CF3,3,5-diF)",N.D,FFB,{nnr:FFB},"(2S)-2-amino-4-[3,5-difluoro-4-(trifluoromethyl)phenyl]butanoic acid",[*]N[C@@H](CCc1cc(F)c(C(F)(F)F)c(F)c1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,,"(2S)-2-amino-4-[3,5-difluoro-4-(trifluoromethyl)phenyl]butanoic acid",F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCc1cc(F)c(C(F)(F)F)c(F)c1,,,168451630,N.D
344,Hph(4-Me),4-methyl-L-homophe,4MH,{nnr:4MH},(2S)-2-amino-4-(4-methylphenyl)butanoic acid,Cc1ccc(CC[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;_R1;;_R2;;;$|,,(2S)-2-amino-4-(4-methylphenyl)butanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCc1ccc(C)cc1,,,72208743,H-hPhe(4-Me)-OH
345,"Phe(3,5-diCl)","3,5-dichloro-L-phenylalanine",,{nnr:DLO},"(2S)-2-amino-3-(3,5-dichlorophenyl)propanoic acid",[*]N[C@@H](Cc1cc(Cl)cc(Cl)c1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,,"(2S)-2-amino-3-(3,5-dichlorophenyl)propanoic acid",F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)Cc1cc(Cl)cc(Cl)c1,,,185308,N.D
346,"Hph(4-CF3,3-Cl)",N.D,TPB,{nnr:TPB},(2S)-2-amino-4-[3-chloro-4-(trifluoromethyl)phenyl]butanoic acid,[*]N[C@@H](CCc1ccc(C(F)(F)F)c(Cl)c1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-4-[3-chloro-4-(trifluoromethyl)phenyl]butanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCc1ccc(C(F)(F)F)c(Cl)c1,,,168435889,N.D
347,Me_Phe(4-Me),N-methyl-4-methyl-L-phenylalanine,,{nnr:1Z2},(2S)-2-(methylamino)-3-(4-methylphenyl)propanoic acid,Cc1ccc(C[C@@H](C([*])=O)N(C)[*])cc1 |$;;;;;;;;_R2;;;;_R1;;$|,,(2S)-2-(methylamino)-3-(4-methylphenyl)propanoic acid,F,Backbone,PEPTIDE,H,OH,-,Cc1ccc(C[C@@H](C=O)N(C)C)cc1,,,66806119,Me-Phe(4-Me)-OH
348,Hph(4-tBu),4-tert-butyl-L-homophe,4TH,{nnr:4TH},(2S)-2-amino-4-(4-tert-butylphenyl)butanoic acid,CC(C)(C)c1ccc(CC[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R1;;_R2;;;$|,,(2S)-2-amino-4-(4-tert-butylphenyl)butanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCc1ccc(C(C)(C)C)cc1,,,11287784,H-hPhe(4-tBu)-OH
349,"Hph(3,4-diCl)","3,4-dichloro-L-homophe",DLH,{nnr:DLH},"(2S)-2-amino-4-(3,4-dichlorophenyl)butanoic acid",[*]N[C@@H](CCc1ccc(Cl)c(Cl)c1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,,"(2S)-2-amino-4-(3,4-dichlorophenyl)butanoic acid",F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCc1ccc(Cl)c(Cl)c1,,,72208939,N.D
350,Hch,N.D,HCH,{nnr:HCH},(2S)-2-amino-4-cyclohexylbutanoic acid,[*]N[C@@H](CCC1CCCCC1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-4-cyclohexylbutanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCC1CCCCC1,,,22839041,H-Abu(cHex)-OH
351,"Phe(3-Cl,5-F)",N.D,PCF,{nnr:PCF},(2S)-2-amino-3-(3-chloro-5-fluorophenyl)propanoic acid,[*]N[C@@H](Cc1cc(F)cc(Cl)c1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-3-(3-chloro-5-fluorophenyl)propanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)Cc1cc(F)cc(Cl)c1,,,66815479,N.D
352,Me_Gly(cPent),N-methyl-2-cyclopentyl-L-glycine,,{nnr:XLA},(2S)-2-cyclopentyl-2-(methylamino)acetic acid,CN([*])[C@H](C([*])=O)C1CCCC1 |$;;_R1;;;_R2;;;;;;$|,,(2S)-2-cyclopentyl-2-(methylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(C)[C@H](C=O)C1CCCC1,,,23589229,Me-Gly(cPent)-OH
353,Phe(3-CF3),3-trifluoromethyl-L-phenylalanine,,{nnr:JBX},(2S)-2-amino-3-[3-(trifluoromethyl)phenyl]propanoic acid,[*]N[C@@H](Cc1cccc(C(F)(F)F)c1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-3-[3-(trifluoromethyl)phenyl]propanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)Cc1cccc(C(F)(F)F)c1,,,2777600,H-Phe(3-CF3)-OH
354,Et_Phe(4-Me),N-ethyl-4-methyl-L-phenylalanine,,{nnr:G1A},(2S)-2-(ethylamino)-3-(4-methylphenyl)propanoic acid,CCN([*])[C@@H](Cc1ccc(C)cc1)C([*])=O |$;;;_R1;;;;;;;;;;;_R2;$|,,(2S)-2-(ethylamino)-3-(4-methylphenyl)propanoic acid,F,Backbone,PEPTIDE,H,OH,-,CCN(C)[C@H](C=O)Cc1ccc(C)cc1,,,168451629,Et-Phe(4-Me)-OH
355,Hph(4-CF3),4-trifluoromethyl-L-homophe,TFP,{nnr:TFP},(2S)-2-amino-4-[4-(trifluoromethyl)phenyl]butanoic acid,[*]N[C@@H](CCc1ccc(C(F)(F)F)cc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-4-[4-(trifluoromethyl)phenyl]butanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCc1ccc(C(F)(F)F)cc1,,,51893619,H-hPhe(4-CF3)-OH
356,0,C-Terminal dimethylamine,TCD,{ct:TCD},N-methylmethanamine,CN(C)[*] |$;;;_R1$|,,N-methylmethanamine,X,Terminal,PEPTIDE,H,-,-,CN(C)C,,,674,N.D
357,Mono115,N.D,,{nnr:MN5},2-[(2R)-3-ethoxy-2-(methylamino)-3-oxopropyl]sulfanylaceticacid,CCOC(=O)[C@H](CSCC([*])=O)N(C)[*] |$;;;;;;;;;;_R2;;;;_R1$|,,2-[(2R)-3-ethoxy-2-(methylamino)-3-oxopropyl]sulfanylaceticacid,C,Backbone,PEPTIDE,H,OH,-,CCOC(=O)[C@H](CSCC=O)N(C)C,,,N.D,N.D
358,Chg,L-cyclohexylglycine,,{nnr:JHQ},(2S)-2-amino-2-cyclohexylacetic acid,[*]N[C@H](C([*])=O)C1CCCCC1 |$_R1;;;;_R2;;;;;;;$|,,(2S)-2-amino-2-cyclohexylacetic acid,G,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)C1CCCCC1,,,736848,H-Chg-OH
359,Me_Chg,N-methyl-L-cyclohexylglycine,,{nnr:X7U},(2S)-2-cyclohexyl-2-(methylamino)acetic acid,CN([*])[C@H](C([*])=O)C1CCCCC1 |$;;_R1;;;_R2;;;;;;;$|,,(2S)-2-cyclohexyl-2-(methylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(C)[C@H](C=O)C1CCCCC1,,,11229045,Me-Chg-OH
360,Et_Leu,N-ethyl-L-leucine,,{nnr:YXL},(2S)-2-(ethylamino)-4-methylpentanoic acid,CCN([*])[C@@H](CC(C)C)C([*])=O |$;;;_R1;;;;;;;_R2;$|,,(2S)-2-(ethylamino)-4-methylpentanoic acid,L,Backbone,PEPTIDE,H,OH,-,CCN(C)[C@H](C=O)CC(C)C,,,11367161,Et-Leu-OH
361,Me_Ser(Me),"N,O-dimethyl-L-serine",,{nnr:0E9},(2S)-3-methoxy-2-(methylamino)propanoic acid,COC[C@@H](C([*])=O)N(C)[*] |$;;;;;_R2;;;;_R1$|,,(2S)-3-methoxy-2-(methylamino)propanoic acid,S,Backbone,PEPTIDE,H,OH,-,COC[C@@H](C=O)N(C)C,,,53648134,Me-Ser(Me)-OH
362,Me_Hse(Me),"N,O-dimethyl-L-homoserine",NHS,{nnr:NHS},(2S)-4-methoxy-2-(methylamino)butanoic acid,COCC[C@@H](C([*])=O)N(C)[*] |$;;;;;;_R2;;;;_R1$|,,(2S)-4-methoxy-2-(methylamino)butanoic acid,S,Backbone,PEPTIDE,H,OH,-,COCC[C@@H](C=O)N(C)C,,,88325989,Me-Hse(Me)-OH
363,Gly(cPr),L-cyclopropylglycine,,{nnr:VFQ},(2S)-2-amino-2-cyclopropylacetic acid,[*]N[C@H](C([*])=O)C1CC1 |$_R1;;;;_R2;;;;$|,,(2S)-2-amino-2-cyclopropylacetic acid,G,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)C1CC1,,,1501944,H-Gly(cPr)-OH
364,Me_Gly(cPr),N-methyl-L-cyclopropylglycine,,{nnr:TIP},(2S)-2-cyclopropyl-2-(methylamino)acetic acid,CN([*])[C@H](C([*])=O)C1CC1 |$;;_R1;;;_R2;;;;$|,,(2S)-2-cyclopropyl-2-(methylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(C)[C@H](C=O)C1CC1,,,89042689,Me-Gly(cPr)-OH
365,Gly(cBu),2-cyclobutyl-L-glycine,,{nnr:UVR},(2S)-2-amino-2-cyclobutylacetic acid,[*]N[C@H](C([*])=O)C1CCC1 |$_R1;;;;_R2;;;;;$|,,(2S)-2-amino-2-cyclobutylacetic acid,G,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)C1CCC1,,,29945860,H-Gly(cBu)-OH
366,Me_Gly(cBu),N-methyl-2-cyclobutyl-L-glycine,,{nnr:EIY},(2S)-2-cyclobutyl-2-(methylamino)acetic acid,CN([*])[C@H](C([*])=O)C1CCC1 |$;;_R1;;;_R2;;;;;$|,,(2S)-2-cyclobutyl-2-(methylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CN(C)[C@H](C=O)C1CCC1,,,96219530,Me-Gly(cBu)-OH
367,Gly(cPent),L-cyclopentylglycine,,{nnr:N54},(2S)-2-amino-2-cyclopentylacetic acid,[*]N[C@H](C([*])=O)C1CCCC1 |$_R1;;;;_R2;;;;;;$|,,(2S)-2-amino-2-cyclopentylacetic acid,G,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)C1CCCC1,,,10374564,H-Gly(cPent)-OH
368,Ala(cPr),L-cyclopropylalanine,,{nnr:ZF6},(2S)-2-amino-3-cyclopropylpropanoic acid,[*]N[C@@H](CC1CC1)C([*])=O |$_R1;;;;;;;;_R2;$|,,(2S)-2-amino-3-cyclopropylpropanoic acid,A,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CC1CC1,,,6951383,H-Ala(cPr)-OH
369,Ala(cBu),3-cyclobutyl-L-alanine,,{nnr:T7T},(2S)-2-amino-3-cyclobutylpropanoic acid,[*]N[C@@H](CC1CCC1)C([*])=O |$_R1;;;;;;;;;_R2;$|,,(2S)-2-amino-3-cyclobutylpropanoic acid,A,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CC1CCC1,,,50999324,H-Ala(cBu)-OH
370,Ala(cPent),3-cyclopentane-L-alanine,,{nnr:U92},(2S)-2-amino-3-cyclopentylpropanoic acid,[*]N[C@@H](CC1CCCC1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,,(2S)-2-amino-3-cyclopentylpropanoic acid,A,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CC1CCCC1,,,7000137,H-Ala(cPent)-OH
371,Me_Nva(F2),N.D,M5P,{nnr:M5P},"(2S)-5,5-difluoro-2-(methylamino)pentanoic acid",CN([*])[C@@H](CCC(F)F)C([*])=O |$;;_R1;;;;;;;;_R2;$|,,"(2S)-5,5-difluoro-2-(methylamino)pentanoic acid",V,Backbone,PEPTIDE,H,OH,-,CN(C)[C@H](C=O)CCC(F)F,,,165174483,N.D
372,#NAME?,C-Terminal morpholineamide,,{ct:MOR},morpholine-4-carboxamide,[*]N1CCOCC1 |$_R1;;;;;;$|,,morpholine-4-carboxamide,X,Terminal,PEPTIDE,H,-,-,CN1CCOCC1,,,75088,N.D
373,#NAME?,C-Terminal azetidine,,{ct:AZE},azetidine,[*]N1CCC1 |$_R1;;;;$|,,azetidine,X,Terminal,PEPTIDE,H,-,-,CN1CCC1,,,10422,N.D
374,Mono116,N.D,MN6,{nnr:MN6},2-[4-(methylaminomethyl)triazol-1-yl]acetic acid,CN([*])Cc1cn(CC([*])=O)nn1 |$;;_R1;;;;;;;_R2;;;$|,,2-[4-(methylaminomethyl)triazol-1-yl]acetic acid,X,Backbone,PEPTIDE,H,OH,-,CN(C)Cc1cn(CC=O)nn1,,,81618209,N.D
375,Mono117,N.D,MN7,{nnr:MN7},(2S)-2-[[5-(aminomethyl)-1H-pyrrol-2-yl]methylamino]-3-phenylpropanoicacid,[*]NCc1ccc(CN[C@@H](Cc2ccccc2)C([*])=O)[nH]1 |$_R1;;;;;;;;;;;;;;;;;;_R2;;$|,,(2S)-2-[[5-(aminomethyl)-1H-pyrrol-2-yl]methylamino]-3-phenylpropanoicacid,F,Backbone,PEPTIDE,H,OH,-,CNCc1ccc(CN[C@H](C=O)Cc2ccccc2)[nH]1,,,N.D,N.D
376,Mono118,N.D,MN8,{nnr:MN8},(2S)-2-[[5-(aminomethyl)-1H-pyrrol-2-yl]methyl-methylamino]-3-phenylpropanoicacid,CN(Cc1ccc(CN[*])[nH]1)[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;_R1;;;;;;;;;;;_R2;$|,,(2S)-2-[[5-(aminomethyl)-1H-pyrrol-2-yl]methyl-methylamino]-3-phenylpropanoicacid,F,Backbone,PEPTIDE,H,OH,-,CNCc1ccc(CN(C)[C@H](C=O)Cc2ccccc2)[nH]1,,,N.D,N.D
377,Mono119,N.D,MN9,{nnr:MN9},(2S)-2-[[5-(aminomethyl)-1-methylpyrrol-2-yl]methylamino]-3-phenylpropanoicacid,Cn1c(CN[*])ccc1CN[C@@H](Cc1ccccc1)C([*])=O |$;;;;;_R1;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-[[5-(aminomethyl)-1-methylpyrrol-2-yl]methylamino]-3-phenylpropanoicacid,F,Backbone,PEPTIDE,H,OH,-,CNCc1ccc(CN[C@H](C=O)Cc2ccccc2)n1C,,,N.D,N.D
378,Mono120,N.D,MM0,{nnr:MM0},(2S)-2-[[4-(aminomethyl)-1H-pyrrol-2-yl]methylamino]-3-phenylpropanoicacid,[*]NCc1c[nH]c(CN[C@@H](Cc2ccccc2)C([*])=O)c1 |$_R1;;;;;;;;;;;;;;;;;;_R2;;$|,,(2S)-2-[[4-(aminomethyl)-1H-pyrrol-2-yl]methylamino]-3-phenylpropanoicacid,F,Backbone,PEPTIDE,H,OH,-,CNCc1c[nH]c(CN[C@H](C=O)Cc2ccccc2)c1,,,N.D,N.D
379,Mono121,N.D,MM1,{nnr:MM1},(2S)-2-[[4-(aminomethyl)-1-methylpyrrol-2-yl]methylamino]-3-phenylpropanoicacid,Cn1cc(CN[*])cc1CN[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;_R1;;;;;;;;;;;;;;_R2;$|,,(2S)-2-[[4-(aminomethyl)-1-methylpyrrol-2-yl]methylamino]-3-phenylpropanoicacid,F,Backbone,PEPTIDE,H,OH,-,CNCc1cc(CN[C@H](C=O)Cc2ccccc2)n(C)c1,,,N.D,N.D
380,Mono122,N.D,MM2,{nnr:MM2},(2S)-2-[[5-(aminomethyl)furan-2-yl]methylamino]-3-phenylpropanoicacid,[*]NCc1ccc(CN[C@@H](Cc2ccccc2)C([*])=O)o1 |$_R1;;;;;;;;;;;;;;;;;;_R2;;$|,,(2S)-2-[[5-(aminomethyl)furan-2-yl]methylamino]-3-phenylpropanoicacid,F,Backbone,PEPTIDE,H,OH,-,CNCc1ccc(CN[C@H](C=O)Cc2ccccc2)o1,,,N.D,N.D
381,Mono123,N.D,MM3,{nnr:MM3},(2S)-2-[[5-(aminomethyl)furan-2-yl]methyl-methylamino]-3-phenylpropanoicacid,CN(Cc1ccc(CN[*])o1)[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;_R1;;;;;;;;;;;_R2;$|,,(2S)-2-[[5-(aminomethyl)furan-2-yl]methyl-methylamino]-3-phenylpropanoicacid,F,Backbone,PEPTIDE,H,OH,-,CNCc1ccc(CN(C)[C@H](C=O)Cc2ccccc2)o1,,,N.D,N.D
382,Mono124,N.D,MM4,{nnr:MM4},(2S)-2-[[5-(methylaminomethyl)furan-2-yl]methylamino]-3-phenylpropanoicacid,CN([*])Cc1ccc(CN[C@@H](Cc2ccccc2)C([*])=O)o1 |$;;_R1;;;;;;;;;;;;;;;;;_R2;;$|,,(2S)-2-[[5-(methylaminomethyl)furan-2-yl]methylamino]-3-phenylpropanoicacid,F,Backbone,PEPTIDE,H,OH,-,CN(C)Cc1ccc(CN[C@H](C=O)Cc2ccccc2)o1,,,N.D,N.D
383,Mono125,N.D,MM5,{nnr:MM5},(2S)-2-[methyl-[[5-(methylaminomethyl)furan-2-yl]methyl]amino]-3-phenylpropanoicacid,CN([*])Cc1ccc(CN(C)[C@@H](Cc2ccccc2)C([*])=O)o1 |$;;_R1;;;;;;;;;;;;;;;;;;_R2;;$|,,(2S)-2-[methyl-[[5-(methylaminomethyl)furan-2-yl]methyl]amino]-3-phenylpropanoicacid,F,Backbone,PEPTIDE,H,OH,-,CN(C)Cc1ccc(CN(C)[C@H](C=O)Cc2ccccc2)o1,,,N.D,N.D
384,Mono126,N.D,MM6,{nnr:MM6},3-[[3-(aminomethyl)phenyl]-[(2-nitrophenyl)methyl]carbamoyl]benzoicacid,[*]NCc1cccc(N(Cc2ccccc2[N+](=O)[O-])C(=O)c2cccc(C([*])=O)c2)c1 |$_R1;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,,3-[[3-(aminomethyl)phenyl]-[(2-nitrophenyl)methyl]carbamoyl]benzoicacid,X,Backbone,PEPTIDE,H,OH,-,CNCc1cccc(N(Cc2ccccc2[N+](=O)[O-])C(=O)c2cccc(C=O)c2)c1,,,N.D,N.D
385,Mono127,N.D,MM7,{nnr:MM7},3-[[3-(aminomethyl)phenyl]carbamoyl]benzoicacid,[*]NCc1cccc(NC(=O)c2cccc(C([*])=O)c2)c1 |$_R1;;;;;;;;;;;;;;;;;_R2;;;$|,,3-[[3-(aminomethyl)phenyl]carbamoyl]benzoicacid,X,Backbone,PEPTIDE,H,OH,-,CNCc1cccc(NC(=O)c2cccc(C=O)c2)c1,,,N.D,N.D
